2026-07-02T08:50:53: INFO:     127.0.0.1:46600 - "GET /api/v1/health HTTP/1.1" 200 OK
2026-07-02T08:51:07: INFO:     13.206.113.27:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:51:29: INFO:     13.206.113.27:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:52:05: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:52:05: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:52:05: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:52:06: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:52:13: INFO:     157.35.8.226:0 - "OPTIONS /chat HTTP/1.1" 200 OK
2026-07-02T08:52:17: INFO:     157.35.8.226:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T08:52:17: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:53:06: INFO:     13.206.113.27:0 - "POST /api/v1/sessions HTTP/1.1" 200 OK
2026-07-02T08:54:53: INFO:     13.206.113.27:0 - "POST /api/v1/chat HTTP/1.1" 404 Not Found
2026-07-02T08:55:48: INFO:     157.35.8.226:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T08:55:48: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:55:54: INFO:     157.35.8.226:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T08:55:54: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:57:41: INFO:     157.35.8.226:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T08:57:42: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:58:05: INFO:     157.35.8.226:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T08:58:06: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:58:18: INFO:     157.35.8.226:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T08:58:18: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T08:58:42: INFO:     157.35.8.226:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T08:58:42: INFO:     157.35.8.226:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T09:03:28: INFO:     103.17.177.2:0 - "GET /iams/api/v1/payment/ssl/callback/success HTTP/1.1" 404 Not Found
2026-07-02T09:04:40: INFO:     8.209.107.133:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:05:11: INFO:     8.209.107.133:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:05:36: INFO:     123.160.223.75:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:05:37: INFO:     123.160.223.74:0 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-07-02T09:10:00: INFO:     51.254.49.100:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:10:25: INFO:     205.210.31.241:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:10:53: INFO:     195.164.49.144:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:16:09: INFO:     157.35.11.178:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T09:16:09: INFO:     157.35.11.178:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T09:16:09: INFO:     157.35.11.178:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T09:16:09: INFO:     157.35.11.178:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T09:18:40: INFO:     13.206.113.27:0 - "GET /docs HTTP/1.1" 200 OK
2026-07-02T09:20:49: INFO:     13.206.113.27:0 - "GET /openapi.json HTTP/1.1" 200 OK
2026-07-02T09:27:42: INFO:     13.206.113.27:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T09:28:06: INFO:     13.206.113.27:0 - "GET /history/test-session HTTP/1.1" 404 Not Found
2026-07-02T09:31:23: INFO:     185.159.158.112:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:31:23: INFO:     185.159.158.112:0 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-07-02T09:43:11: INFO:     34.248.137.227:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:43:12: INFO:     34.248.137.227:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:43:12: INFO:     34.248.137.227:0 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-07-02T09:43:13: INFO:     34.248.137.227:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T09:43:13: INFO:     34.248.137.227:0 - "HEAD /favicon.ico HTTP/1.1" 404 Not Found
2026-07-02T09:48:38: INFO:     157.35.11.178:0 - "OPTIONS /chat HTTP/1.1" 200 OK
2026-07-02T09:48:40: INFO:     157.35.11.178:0 - "POST /chat HTTP/1.1" 500 Internal Server Error
2026-07-02T09:48:42: INFO:     157.35.11.178:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T09:48:42: INFO:     157.35.11.178:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T09:48:45: INFO:     157.35.11.178:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T09:48:45: INFO:     157.35.11.178:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T10:06:35: INFO:     45.131.64.237:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T10:09:44: INFO:     23.27.145.125:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T10:39:17: INFO:     45.156.129.93:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T10:39:26: INFO:     45.156.129.90:0 - "POST /mcp HTTP/1.1" 404 Not Found
2026-07-02T10:39:26: INFO:     45.156.129.90:0 - "GET /sse HTTP/1.1" 404 Not Found
2026-07-02T10:39:27: INFO:     45.156.129.93:0 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-07-02T11:11:26: INFO:     202.78.167.207:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T11:27:06: INFO:     155.2.228.196:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T11:27:06: INFO:     155.2.228.196:0 - "GET /assets/js/auth.js HTTP/1.1" 404 Not Found
2026-07-02T11:27:06: INFO:     155.2.228.196:0 - "GET /css/support_parent.css HTTP/1.1" 404 Not Found
2026-07-02T11:27:07: INFO:     155.2.228.196:0 - "GET /bot-connect.js HTTP/1.1" 404 Not Found
2026-07-02T11:27:07: INFO:     155.2.228.196:0 - "GET /assets/js/message.js HTTP/1.1" 404 Not Found
2026-07-02T11:27:07: INFO:     155.2.228.196:0 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-07-02T11:27:07: INFO:     155.2.228.196:0 - "GET /js/lkk_ch.js HTTP/1.1" 404 Not Found
2026-07-02T11:27:07: INFO:     155.2.228.196:0 - "GET /js/twint_ch.js HTTP/1.1" 404 Not Found
2026-07-02T11:27:07: INFO:     155.2.228.196:0 - "GET /static/style/protect/index.js HTTP/1.1" 404 Not Found
2026-07-02T11:27:08: INFO:     155.2.228.196:0 - "GET /static/style/sys_files/index.js HTTP/1.1" 404 Not Found
2026-07-02T11:27:08: INFO:     155.2.228.196:0 - "GET /assets/js/qr_modal.js HTTP/1.1" 404 Not Found
2026-07-02T11:28:36: INFO:     51.159.23.43:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T12:42:42: INFO:     45.3.38.10:0 - "GET /.git/config HTTP/1.1" 404 Not Found
2026-07-02T13:11:36: INFO:     167.99.49.125:0 - "GET / HTTP/1.1" 200 OK
2026-07-02T13:11:42: INFO:     167.99.49.125:0 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-07-02T13:17:20: INFO:     152.57.134.185:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:17:20: INFO:     152.57.134.185:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:17:20: INFO:     152.57.134.185:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:17:20: INFO:     152.57.134.185:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:55:34: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:55:34: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:55:34: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:55:34: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:56:11: INFO:     152.57.134.217:0 - "OPTIONS /chat HTTP/1.1" 200 OK
2026-07-02T13:56:15: INFO:     152.57.134.217:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T13:56:15: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:56:50: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:57:18: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:57:18: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:57:21: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:57:21: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T13:59:55: INFO:     152.57.134.217:0 - "POST /chat HTTP/1.1" 200 OK
2026-07-02T13:59:55: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T14:00:24: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T14:00:25: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T14:00:35: INFO:     152.57.134.217:0 - "POST /chat HTTP/1.1" 500 Internal Server Error
2026-07-02T14:01:08: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
2026-07-02T14:01:08: INFO:     152.57.134.217:0 - "GET /history/sessions HTTP/1.1" 200 OK
